ID	rank	scientificName	uninomial	genus	specificEpithet	infraspecificEpithet	authorship	code	status
https://id.biodiversity.org.au/name/algae/20008513	species	Acanthophora antillarum Mont. ex Kütz.		Acanthophora	antillarum		Mont. ex Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20009141	species	Acanthophora arborea Harv.		Acanthophora	arborea		Harv.	botanical	
https://id.biodiversity.org.au/name/algae/20006875	species	Acanthophora dendroides Harv.		Acanthophora	dendroides		Harv.	botanical	
https://id.biodiversity.org.au/name/algae/20006928	species	Acanthophora muscoides (L.) Bory		Acanthophora	muscoides		(L.) Bory	botanical	
https://id.biodiversity.org.au/name/algae/20012674	variety	Acanthophora muscoides var. ramosissima Sond.		Acanthophora	muscoides	ramosissima	Sond.	botanical	
https://id.biodiversity.org.au/name/algae/20010309	species	Acanthophora orientalis J.Agardh		Acanthophora	orientalis		J.Agardh	botanical	
https://id.biodiversity.org.au/name/algae/20006930	species	Acanthophora spicifera (Vahl) Børgesen		Acanthophora	spicifera		(Vahl) Børgesen	botanical	
https://id.biodiversity.org.au/name/algae/20009453	species	Acanthophora tasmanica Sond.		Acanthophora	tasmanica		Sond.	botanical	
https://id.biodiversity.org.au/name/algae/20006931	species	Acanthophora thierii		Acanthophora	thierii			botanical	orth. var.
https://id.biodiversity.org.au/name/algae/20011717	species	Acanthophora thierryi J.V.Lamour.		Acanthophora	thierryi		J.V.Lamour.	botanical	
https://id.biodiversity.org.au/name/algae/20005358	genus	Acetabularia J.V.Lamour.	Acetabularia				J.V.Lamour.	botanical	nom. cons.
https://id.biodiversity.org.au/name/algae/20010851	species	Acetabularia acetabulum (L.) P.C.Silva		Acetabularia	acetabulum		(L.) P.C.Silva	botanical	
https://id.biodiversity.org.au/name/algae/20009133	species	Acetabularia calyculus J.V.Lamour.		Acetabularia	calyculus		J.V.Lamour.	botanical	
https://id.biodiversity.org.au/name/algae/20006616	species	Acetabularia clavata Yamada		Acetabularia	clavata		Yamada	botanical	
https://id.biodiversity.org.au/name/algae/20006618	species	Acetabularia crenulata J.V.Lamour.		Acetabularia	crenulata		J.V.Lamour.	botanical	
https://id.biodiversity.org.au/name/algae/20012625	variety	Acetabularia crenulata var. major (G.Martens) Sond.		Acetabularia	crenulata	major	(G.Martens) Sond.	botanical	
https://id.biodiversity.org.au/name/algae/20012624	variety	Acetabularia crenulata var. minor Sond.		Acetabularia	crenulata	minor	Sond.	botanical	
https://id.biodiversity.org.au/name/algae/20006620	species	Acetabularia exigua Solms		Acetabularia	exigua		Solms	botanical	
https://id.biodiversity.org.au/name/algae/20008740	species	Acetabularia kilneri J.Agardh		Acetabularia	kilneri		J.Agardh	botanical	
https://id.biodiversity.org.au/name/algae/20008785	species	Acetabularia major G.Martens		Acetabularia	major		G.Martens	botanical	
https://id.biodiversity.org.au/name/algae/20006621	species	Acetabularia moebii Solms		Acetabularia	moebii		Solms	botanical	
https://id.biodiversity.org.au/name/algae/20009435	species	Acetabularia parvula Solms		Acetabularia	parvula		Solms	botanical	
https://id.biodiversity.org.au/name/algae/20009135	species	Acetabularia peniculus (R.Br. ex Turner) Solms		Acetabularia	peniculus		(R.Br. ex Turner) Solms	botanical	
https://id.biodiversity.org.au/name/algae/20012783	variety	Acetabularia peniculus var. cliftonii (Harv.) Solms		Acetabularia	peniculus	cliftonii	(Harv.) Solms	botanical	
https://id.biodiversity.org.au/name/algae/20158849	family	Achnanthaceae	Achnanthaceae					botanical	
https://id.biodiversity.org.au/name/algae/20158824	order	Achnanthales	Achnanthales					botanical	
https://id.biodiversity.org.au/name/algae/20158865	genus	Achnanthepyla Perag.	Achnanthepyla				Perag.	botanical	
https://id.biodiversity.org.au/name/algae/20159566	species	Achnanthepyla arctica (Cleve) Perag.		Achnanthepyla	arctica		(Cleve) Perag.	botanical	
https://id.biodiversity.org.au/name/algae/20159567	species	Achnanthepyla bongrainii Perag.		Achnanthepyla	bongrainii		Perag.	botanical	
https://id.biodiversity.org.au/name/algae/20159568	species	Achnanthepyla gainii Perag.		Achnanthepyla	gainii		Perag.	botanical	
https://id.biodiversity.org.au/name/algae/20159569	species	Achnanthepyla groenlandica (Cleve) Perag.		Achnanthepyla	groenlandica		(Cleve) Perag.	botanical	
https://id.biodiversity.org.au/name/algae/20159570	species	Achnanthepyla simplex Perag.		Achnanthepyla	simplex		Perag.	botanical	
https://id.biodiversity.org.au/name/algae/20158913	genus	Achnanthes Bory	Achnanthes				Bory	botanical	
https://id.biodiversity.org.au/name/algae/20159571	species	Achnanthes adnata Bory		Achnanthes	adnata		Bory	botanical	
https://id.biodiversity.org.au/name/algae/20087363	species	Achnanthes affinis Grunow		Achnanthes	affinis		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20160518	variety	Achnanthes affinis var. jamalinensis (Grunow) Cleve		Achnanthes	affinis	jamalinensis	(Grunow) Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20156973	species	Achnanthes angustata Grev.		Achnanthes	angustata		Grev.	botanical	
https://id.biodiversity.org.au/name/algae/20159573	species	Achnanthes antarctica Perag.		Achnanthes	antarctica		Perag.	botanical	
https://id.biodiversity.org.au/name/algae/20159574	species	Achnanthes arctica (Cleve) A.Cleve		Achnanthes	arctica		(Cleve) A.Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20215704	species	Achnanthes armillaris (O.F.Müll.) Guiry		Achnanthes	armillaris		(O.F.Müll.) Guiry	botanical	
https://id.biodiversity.org.au/name/algae/20087364	species	Achnanthes aueri Krasske		Achnanthes	aueri		Krasske	botanical	
https://id.biodiversity.org.au/name/algae/20159575	species	Achnanthes baccata (Leud.-Fortm.) Cleve		Achnanthes	baccata		(Leud.-Fortm.) Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20159576	species	Achnanthes biasolettiana Grunow		Achnanthes	biasolettiana		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20159577	species	Achnanthes bongrainii (Perag.) A.Mann		Achnanthes	bongrainii		(Perag.) A.Mann	botanical	
https://id.biodiversity.org.au/name/algae/20159578	species	Achnanthes brevipes C.Agardh		Achnanthes	brevipes		C.Agardh	botanical	nom. illeg.
https://id.biodiversity.org.au/name/algae/20155860	variety	Achnanthes brevipes C.Agardh var. brevipes		Achnanthes	brevipes	brevipes		botanical	
https://id.biodiversity.org.au/name/algae/20090816	variety	Achnanthes brevipes var. angustata (Grev.) Cleve		Achnanthes	brevipes	angustata	(Grev.) Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20091101	variety	Achnanthes brevipes var. intermedia (Kütz.) Cleve		Achnanthes	brevipes	intermedia	(Kütz.) Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20156977	variety	Achnanthes brevipes var. parvula (Kütz.) Cleve		Achnanthes	brevipes	parvula	(Kütz.) Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20088510	species	Achnanthes calcar Cleve		Achnanthes	calcar		Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20091408	variety	Achnanthes calcar var. australis Playfair		Achnanthes	calcar	australis	Playfair	botanical	
https://id.biodiversity.org.au/name/algae/20091409	variety	Achnanthes calcar var. pulcherrima Playfair		Achnanthes	calcar	pulcherrima	Playfair	botanical	
https://id.biodiversity.org.au/name/algae/20159579	species	Achnanthes charcotii Perag.		Achnanthes	charcotii		Perag.	botanical	
https://id.biodiversity.org.au/name/algae/20155861	species	Achnanthes citronella (A.Mann) Hust.		Achnanthes	citronella		(A.Mann) Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20086244	species	Achnanthes clevei Grunow		Achnanthes	clevei		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20091102	variety	Achnanthes clevei var. rostrata Hust.		Achnanthes	clevei	rostrata	Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20089692	species	Achnanthes coarctata (Bréb. ex W.Sm.) Grunow		Achnanthes	coarctata		(Bréb. ex W.Sm.) Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20155862	species	Achnanthes corrupta Giffen		Achnanthes	corrupta		Giffen	botanical	
https://id.biodiversity.org.au/name/algae/20086245	species	Achnanthes cotteriensis Foged		Achnanthes	cotteriensis		Foged	botanical	
https://id.biodiversity.org.au/name/algae/20086800	species	Achnanthes crassa Hust.		Achnanthes	crassa		Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20089118	species	Achnanthes crenulata Grunow		Achnanthes	crenulata		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20088511	species	Achnanthes delicatula (Kütz.) Grunow		Achnanthes	delicatula		(Kütz.) Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20093116	subspecies	Achnanthes delicatula subsp. hauckiana (Grunow) Lange-Bert.		Achnanthes	delicatula	hauckiana	(Grunow) Lange-Bert.	botanical	
https://id.biodiversity.org.au/name/algae/20088512	species	Achnanthes didyma Hust.		Achnanthes	didyma		Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20156985	species	Achnanthes dispar Cleve		Achnanthes	dispar		Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20156986	variety	Achnanthes dispar var. angulata Hust.		Achnanthes	dispar	angulata	Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20155863	species	Achnanthes entrancensis Foged		Achnanthes	entrancensis		Foged	botanical	
https://id.biodiversity.org.au/name/algae/20086801	species	Achnanthes exigua Grunow		Achnanthes	exigua		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20091103	variety	Achnanthes exigua var. heterovalva Krasske		Achnanthes	exigua	heterovalva	Krasske	botanical	
https://id.biodiversity.org.au/name/algae/20089693	species	Achnanthes exilis Kütz.		Achnanthes	exilis		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20159583	species	Achnanthes flexella (Kütz.) Brun		Achnanthes	flexella		(Kütz.) Brun	botanical	
https://id.biodiversity.org.au/name/algae/20159584	species	Achnanthes gainii (Perag.) A.Mann		Achnanthes	gainii		(Perag.) A.Mann	botanical	
https://id.biodiversity.org.au/name/algae/20159585	species	Achnanthes groenlandica (Cleve) Grunow		Achnanthes	groenlandica		(Cleve) Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20155864	species	Achnanthes grunowii K.Toyoda & D.M.Williams		Achnanthes	grunowii		K.Toyoda & D.M.Williams	botanical	
https://id.biodiversity.org.au/name/algae/20086802	species	Achnanthes hauckiana Grunow		Achnanthes	hauckiana		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20155865	variety	Achnanthes hauckiana var. rostrata Schultz ex Hust.		Achnanthes	hauckiana	rostrata	Schultz ex Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20156982	species	Achnanthes hungarica (Grunow) Grunow		Achnanthes	hungarica		(Grunow) Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20160541	variety	Achnanthes hungarica var. jamalinensis (Grunow) Cleve		Achnanthes	hungarica	jamalinensis	(Grunow) Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20159586	species	Achnanthes inflata (Kütz.) Grunow		Achnanthes	inflata		(Kütz.) Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20087929	species	Achnanthes intermedia Kütz.		Achnanthes	intermedia		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20159521	species	Achnanthes jamalinensis Grunow		Achnanthes	jamalinensis		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20155866	species	Achnanthes javanica Grunow		Achnanthes	javanica		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20156975	variety	Achnanthes javanica var. rhombica Grunow		Achnanthes	javanica	rhombica	Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20159522	species	Achnanthes kerguelensis Castrac.		Achnanthes	kerguelensis		Castrac.	botanical	
https://id.biodiversity.org.au/name/algae/20090277	species	Achnanthes kuwaitensis Hendey		Achnanthes	kuwaitensis		Hendey	botanical	
https://id.biodiversity.org.au/name/algae/20155867	species	Achnanthes lacunarum Hust.		Achnanthes	lacunarum		Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20088513	species	Achnanthes lacus-vulcani Lange-Bert. & Krammer		Achnanthes	lacus-vulcani		Lange-Bert. & Krammer	botanical	
https://id.biodiversity.org.au/name/algae/20087365	species	Achnanthes lanceolata (Bréb. ex Kütz.) Grunow		Achnanthes	lanceolata		(Bréb. ex Kütz.) Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20093205	form	Achnanthes lanceolata f. capitata (O.F.Müll.) Hust.		Achnanthes	lanceolata	capitata	(O.F.Müll.) Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20093374	form	Achnanthes lanceolata f. elliptica (Cleve) Foged		Achnanthes	lanceolata	elliptica	(Cleve) Foged	botanical	
https://id.biodiversity.org.au/name/algae/20093348	form	Achnanthes lanceolata f. rostrata (Østrup) Hust.		Achnanthes	lanceolata	rostrata	(Østrup) Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20093238	form	Achnanthes lanceolata f. ventricosa (Hust.) VanLand.		Achnanthes	lanceolata	ventricosa	(Hust.) VanLand.	botanical	
https://id.biodiversity.org.au/name/algae/20091104	variety	Achnanthes lanceolata var. dubia Grunow		Achnanthes	lanceolata	dubia	Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20087366	species	Achnanthes lapidosa Krasske		Achnanthes	lapidosa		Krasske	botanical	
https://id.biodiversity.org.au/name/algae/20090818	variety	Achnanthes lapidosa var. chiliensis (Krasske) Lange-Bert.		Achnanthes	lapidosa	chiliensis	(Krasske) Lange-Bert.	botanical	
https://id.biodiversity.org.au/name/algae/20090278	species	Achnanthes laterostrata Hust.		Achnanthes	laterostrata		Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20087367	species	Achnanthes levanderi Hust.		Achnanthes	levanderi		Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20087368	species	Achnanthes linearis (W.Sm.) Grunow		Achnanthes	linearis		(W.Sm.) Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20155868	species	Achnanthes longipes C.Agardh		Achnanthes	longipes		C.Agardh	botanical	nom. illeg.
https://id.biodiversity.org.au/name/algae/20155869	species	Achnanthes lorenziana (Grunow) Cleve		Achnanthes	lorenziana		(Grunow) Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20155870	species	Achnanthes macquariensis Foged		Achnanthes	macquariensis		Foged	botanical	
https://id.biodiversity.org.au/name/algae/20157641	species	Achnanthes mammalis (Castrac.) Cleve		Achnanthes	mammalis		(Castrac.) Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20155871	variety	Achnanthes mammalis var. reticulata Cleve		Achnanthes	mammalis	reticulata	Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20086246	species	Achnanthes manguinii Hust.		Achnanthes	manguinii		Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20159526	species	Achnanthes mesogongyla Grunow		Achnanthes	mesogongyla		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20086247	species	Achnanthes microcephala (Kütz.) Grunow		Achnanthes	microcephala		(Kütz.) Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20087930	species	Achnanthes minutissima Kütz.		Achnanthes	minutissima		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20091410	variety	Achnanthes minutissima var. affinis (Grunow) Lange-Bert.		Achnanthes	minutissima	affinis	(Grunow) Lange-Bert.	botanical	
https://id.biodiversity.org.au/name/algae/20091989	variety	Achnanthes minutissima var. cryptocephala Grunow		Achnanthes	minutissima	cryptocephala	Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20092252	variety	Achnanthes minutissima var. gracillima (Meister) Lange-Bert.		Achnanthes	minutissima	gracillima	(Meister) Lange-Bert.	botanical	
https://id.biodiversity.org.au/name/algae/20091718	variety	Achnanthes minutissima var. macrocephala Hust.		Achnanthes	minutissima	macrocephala	Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20090819	variety	Achnanthes minutissima var. robusta Hust.		Achnanthes	minutissima	robusta	Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20087369	species	Achnanthes multiarticulata C.Agardh		Achnanthes	multiarticulata		C.Agardh	botanical	
https://id.biodiversity.org.au/name/algae/20159528	species	Achnanthes muscorum Perag.		Achnanthes	muscorum		Perag.	botanical	
https://id.biodiversity.org.au/name/algae/20160521	variety	Achnanthes muscorum var. minor Perag.		Achnanthes	muscorum	minor	Perag.	botanical	
https://id.biodiversity.org.au/name/algae/20089695	species	Achnanthes nodosa Cleve		Achnanthes	nodosa		Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20155872	species	Achnanthes oblongella Østrup		Achnanthes	oblongella		Østrup	botanical	
https://id.biodiversity.org.au/name/algae/20155873	species	Achnanthes parvula Kütz.		Achnanthes	parvula		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20087370	species	Achnanthes pericava J.R.Carter		Achnanthes	pericava		J.R.Carter	botanical	
https://id.biodiversity.org.au/name/algae/20088514	species	Achnanthes ploenensis Hust.		Achnanthes	ploenensis		Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20086248	species	Achnanthes pseudoswazi J.R.Carter		Achnanthes	pseudoswazi		J.R.Carter	botanical	
https://id.biodiversity.org.au/name/algae/20155874	species	Achnanthes pulchella Heiden & Kolbe		Achnanthes	pulchella		Heiden & Kolbe	botanical	
https://id.biodiversity.org.au/name/algae/20086803	species	Achnanthes pusilla Grunow		Achnanthes	pusilla		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20088515	species	Achnanthes reidensis Foged		Achnanthes	reidensis		Foged	botanical	
https://id.biodiversity.org.au/name/algae/20087371	species	Achnanthes rossii Hust.		Achnanthes	rossii		Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20088516	species	Achnanthes saxonica Krasske ex Hust.		Achnanthes	saxonica		Krasske ex Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20088517	species	Achnanthes seriata C.Agardh		Achnanthes	seriata		C.Agardh	botanical	
https://id.biodiversity.org.au/name/algae/20159530	species	Achnanthes simplex (Perag.) E.J.F.Wood		Achnanthes	simplex		(Perag.) E.J.F.Wood	botanical	nom. illeg.
https://id.biodiversity.org.au/name/algae/20159531	species	Achnanthes simplex Hust.		Achnanthes	simplex		Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20089698	species	Achnanthes stolida (Krasske) Krasske		Achnanthes	stolida		(Krasske) Krasske	botanical	
https://id.biodiversity.org.au/name/algae/20087932	species	Achnanthes subatomoides (Hust.) Lange-Bert. & Archibald		Achnanthes	subatomoides		(Hust.) Lange-Bert. & Archibald	botanical	
https://id.biodiversity.org.au/name/algae/20086249	species	Achnanthes subexigua Hust.		Achnanthes	subexigua		Hust.	botanical	
https://id.biodiversity.org.au/name/algae/20086804	species	Achnanthes subsalsa J.B.Petersen		Achnanthes	subsalsa		J.B.Petersen	botanical	
https://id.biodiversity.org.au/name/algae/20159532	species	Achnanthes subsessilis Kütz.		Achnanthes	subsessilis		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20159533	species	Achnanthes taeniata Grunow		Achnanthes	taeniata		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20159548	species	Achnanthes vicentii L.Mangin		Achnanthes	vicentii		L.Mangin	botanical	
https://id.biodiversity.org.au/name/algae/20160522	variety	Achnanthes vicentii var. naviculacae Manguin		Achnanthes	vicentii	naviculacae	Manguin	botanical	
https://id.biodiversity.org.au/name/algae/20090280	species	Achnanthes wellsiae Reimer		Achnanthes	wellsiae		Reimer	botanical	
https://id.biodiversity.org.au/name/algae/20088519	species	Achnanthes woodlawnensis Playfair		Achnanthes	woodlawnensis		Playfair	botanical	
https://id.biodiversity.org.au/name/algae/20158848	family	Achnanthidiaceae	Achnanthidiaceae					botanical	
https://id.biodiversity.org.au/name/algae/20158914	genus	Achnanthidium Kütz.	Achnanthidium				Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20159534	species	Achnanthidium affine (Grunow) Czarn.		Achnanthidium	affine		(Grunow) Czarn.	botanical	
https://id.biodiversity.org.au/name/algae/20159535	species	Achnanthidium arcticum Cleve		Achnanthidium	arcticum		Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20159536	species	Achnanthidium biasolettianum (Grunow) Bukht.		Achnanthidium	biasolettianum		(Grunow) Bukht.	botanical	
https://id.biodiversity.org.au/name/algae/20216203	species	Achnanthidium biasolettianum (Grunow) Lange-Bert.		Achnanthidium	biasolettianum		(Grunow) Lange-Bert.	botanical	nom. illeg.
https://id.biodiversity.org.au/name/algae/20159537	species	Achnanthidium coarctatum Bréb. ex W.Sm.		Achnanthidium	coarctatum		Bréb. ex W.Sm.	botanical	
https://id.biodiversity.org.au/name/algae/20156983	species	Achnanthidium delicatulum Kütz.		Achnanthidium	delicatulum		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20155880	species	Achnanthidium exiguum (Grunow) Czarnecki		Achnanthidium	exiguum		(Grunow) Czarnecki	botanical	
https://id.biodiversity.org.au/name/algae/20215403	species	Achnanthidium exile (Kütz.) Heib.		Achnanthidium	exile		(Kütz.) Heib.	botanical	
https://id.biodiversity.org.au/name/algae/20159538	species	Achnanthidium flexella (Kütz.) Bréb. ex Kütz.		Achnanthidium	flexella		(Kütz.) Bréb. ex Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20159539	species	Achnanthidium groenlandicum Cleve		Achnanthidium	groenlandicum		Cleve	botanical	
https://id.biodiversity.org.au/name/algae/20156981	species	Achnanthidium hungaricum Grunow		Achnanthidium	hungaricum		Grunow	botanical	
https://id.biodiversity.org.au/name/algae/20087372	species	Achnanthidium lanceolatum Bréb. ex Kütz.		Achnanthidium	lanceolatum		Bréb. ex Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20159541	species	Achnanthidium lineare W.Sm.		Achnanthidium	lineare		W.Sm.	botanical	
https://id.biodiversity.org.au/name/algae/20087933	species	Achnanthidium microcephalum Kütz.		Achnanthidium	microcephalum		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20159542	species	Achnanthidium minutissima (Kütz.) Czarn.		Achnanthidium	minutissima		(Kütz.) Czarn.	botanical	
https://id.biodiversity.org.au/name/algae/20215545	species	Achnanthidium pyrenaicum (Hust.) H.Kobayasi		Achnanthidium	pyrenaicum		(Hust.) H.Kobayasi	botanical	
https://id.biodiversity.org.au/name/algae/20005412	genus	Acinetospora Bornet	Acinetospora				Bornet	botanical	
https://id.biodiversity.org.au/name/algae/20008933	species	Acinetospora crinita (Carmich. ex Harv.) Kornmann		Acinetospora	crinita		(Carmich. ex Harv.) Kornmann	botanical	
https://id.biodiversity.org.au/name/algae/20009292	species	Acinetospora pusilla (A.W.Griffiths) De Toni		Acinetospora	pusilla		(A.W.Griffiths) De Toni	botanical	
https://id.biodiversity.org.au/name/algae/20005275	family	Acinetosporaceae	Acinetosporaceae					botanical	
https://id.biodiversity.org.au/name/algae/20005413	genus	Acrocarpia Aresch.	Acrocarpia				Aresch.	botanical	
https://id.biodiversity.org.au/name/algae/20009558	species	Acrocarpia paniculata (Turner) Aresch.		Acrocarpia	paniculata		(Turner) Aresch.	botanical	
https://id.biodiversity.org.au/name/algae/20008964	species	Acrocarpia robusta Womersley		Acrocarpia	robusta		Womersley	botanical	
https://id.biodiversity.org.au/name/algae/20005713	genus	Acrocarpus Kütz.	Acrocarpus				Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20010879	species	Acrocarpus capitatus Kütz.		Acrocarpus	capitatus		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20009306	species	Acrocarpus crinalis (Turner) Kütz.		Acrocarpus	crinalis		(Turner) Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20010773	species	Acrocarpus intricatus (C.Agardh) Kütz.		Acrocarpus	intricatus		(C.Agardh) Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20011179	species	Acrocarpus lubricus Kütz.		Acrocarpus	lubricus		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20009877	species	Acrocarpus pusillus (Stackh.) Kütz.		Acrocarpus	pusillus		(Stackh.) Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20007690	species	Acrocarpus ramellosus Kütz.		Acrocarpus	ramellosus		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20007691	species	Acrocarpus spathulatus Kütz.		Acrocarpus	spathulatus		Kütz.	botanical	
https://id.biodiversity.org.au/name/algae/20085427	family	Acrochaetiaceae	Acrochaetiaceae					botanical	
https://id.biodiversity.org.au/name/algae/20085408	order	Acrochaetiales	Acrochaetiales					botanical	
https://id.biodiversity.org.au/name/algae/20005547	genus	Acrochaetium Nägeli	Acrochaetium				Nägeli	botanical	
https://id.biodiversity.org.au/name/algae/20011624	species	Acrochaetium alcyonidiae C.C.Jao		Acrochaetium	alcyonidiae		C.C.Jao	botanical	
https://id.biodiversity.org.au/name/algae/20012991	variety	Acrochaetium alcyonidiae var. cylindricum C.C.Jao		Acrochaetium	alcyonidiae	cylindricum	C.C.Jao	botanical	
https://id.biodiversity.org.au/name/algae/20011320	species	Acrochaetium americanum (C.C.Jao) Papenf.		Acrochaetium	americanum		(C.C.Jao) Papenf.	botanical	
https://id.biodiversity.org.au/name/algae/20011315	species	Acrochaetium amphiroae (K.M.Drew) Papenf.		Acrochaetium	amphiroae		(K.M.Drew) Papenf.	botanical	
https://id.biodiversity.org.au/name/algae/20012190	species	Acrochaetium angustum (K.M.Drew) Papenf.		Acrochaetium	angustum		(K.M.Drew) Papenf.	botanical	
